transaction_id,amount,location,transaction_time,is_fraud,flag_for_review
TID000033,329.93,Philadelphia,2025-05-31 09:03:48.683775,0,False
TID000034,4744.68,San Jose,2025-06-20 07:00:29.683775,0,False
TID000035,4828.33,Houston,2025-06-06 05:38:41.683775,0,False
TID000036,4042.94,Philadelphia,2025-06-02 12:54:55.683775,0,False
TID000037,1526.55,Dallas,2025-05-30 09:41:06.683775,0,False
TID000038,492.87,San Antonio,2025-05-26 07:38:51.683775,0,False
TID000039,3422.74,Dallas,2025-05-31 11:10:24.683775,0,False
TID000040,2203.56,Philadelphia,2025-05-25 18:55:30.683775,0,False
TID000041,614.58,San Diego,2025-06-11 10:59:39.683775,0,False
TID000042,2478.41,New York,2025-06-05 14:49:19.683775,0,False
TID000043,176.77,Chicago,2025-06-22 15:40:30.683775,1,False
TID000044,4547.06,Chicago,2025-06-09 18:49:57.683775,0,False
TID000045,1297.61,New York,2025-05-25 19:59:52.683775,0,False
TID000046,3314.3,Chicago,2025-06-02 12:37:23.683775,0,False
TID000047,1562.0,Los Angeles,2025-06-06 22:47:14.683775,0,False
TID000048,2602.74,Chicago,2025-05-27 14:39:39.683775,0,False
TID000049,2735.82,San Antonio,2025-05-31 05:17:45.683775,0,False
TID000050,928.35,Houston,2025-06-14 12:03:58.683775,0,False
TID000051,4848.08,Houston,2025-06-19 14:32:44.683775,0,False
TID000052,3876.79,Chicago,2025-05-30 14:01:21.683775,0,False
TID000053,4697.8,Chicago,2025-05-28 03:39:43.683775,0,False
TID000054,4474.66,San Jose,2025-06-17 04:28:42.683775,0,False
TID000055,2991.51,San Antonio,2025-06-15 19:53:24.683775,0,False
TID000056,4609.76,San Antonio,2025-06-11 15:25:03.683775,0,False
TID000057,447.02,Los Angeles,2025-06-18 23:34:38.683775,0,False
TID000058,983.93,San Diego,2025-06-22 21:16:57.683775,0,False
TID000059,230.91,Los Angeles,2025-05-30 08:40:07.683775,0,False
TID000060,1630.03,Houston,2025-06-16 00:14:10.683775,0,False
TID000061,1946.44,San Jose,2025-06-18 12:37:34.683775,0,False
TID000062,1360.39,San Antonio,2025-06-04 19:44:09.683775,0,False
TID000063,4144.54,Philadelphia,2025-06-23 22:15:47.683775,0,False
TID000064,1786.98,San Antonio,2025-05-27 04:08:08.683775,0,False
TID000065,1408.27,Dallas,2025-06-19 09:08:46.683775,0,False
TID000066,2715.77,San Diego,2025-06-08 17:02:11.683775,0,False
TID000067,708.92,Chicago,2025-06-16 07:16:11.683775,0,False
TID000068,4011.97,New York,2025-05-26 13:54:17.683775,0,False
TID000069,377.38,Houston,2025-05-28 00:28:42.683775,1,False
TID000070,4934.5,Chicago,2025-06-17 07:39:57.683775,0,False
TID000071,3862.36,Chicago,2025-06-13 13:31:46.683775,0,False
TID000072,997.58,San Jose,2025-06-14 18:15:23.683775,0,False
TID000073,32.58,Dallas,2025-05-30 07:23:46.683775,0,False
TID000074,4078.23,Houston,2025-06-17 20:48:58.683775,0,False
TID000075,3535.75,San Antonio,2025-06-15 14:23:57.683775,0,False
TID000076,3646.39,Houston,2025-05-28 15:14:04.683775,0,False
TID000077,3857.5,San Jose,2025-05-28 23:44:21.683775,0,False
TID000078,374.85,Phoenix,2025-06-09 16:53:56.683775,0,False
TID000079,1795.54,Chicago,2025-06-23 14:19:46.683775,0,False
TID000080,583.77,Chicago,2025-06-01 06:25:59.683775,0,False
TID000081,4316.2,Philadelphia,2025-05-28 06:08:13.683775,1,False
TID000082,3118.37,Chicago,2025-05-31 04:38:07.683775,0,False
TID000083,1657.84,Philadelphia,2025-06-07 10:01:42.683775,0,False
TID000084,322.47,Dallas,2025-06-22 11:36:39.683775,1,False
TID000085,1558.36,Houston,2025-06-20 16:29:35.683775,0,False
TID000086,1629.29,Chicago,2025-06-09 20:28:48.683775,0,False
TID000087,3649.38,San Jose,2025-06-12 13:23:50.683775,0,False
TID000088,3189.6,Philadelphia,2025-06-23 01:37:25.683775,0,False
TID000089,4436.63,New York,2025-06-19 19:45:18.683775,0,False
TID000090,2363.71,New York,2025-06-08 09:11:32.683775,0,False
TID000091,602.37,Los Angeles,2025-06-16 02:13:42.683775,0,False
TID000092,3567.66,San Antonio,2025-06-18 14:37:16.683775,0,False
TID000093,3805.12,San Diego,2025-06-23 10:59:06.683775,0,False
TID000094,2808.58,Phoenix,2025-06-14 22:49:48.683775,0,False
TID000095,3855.98,New York,2025-05-29 21:09:46.683775,0,False
TID000096,2471.51,Houston,2025-05-30 14:54:49.683775,0,False
TID000097,2616.05,San Jose,2025-06-20 19:57:49.683775,0,False
TID000098,2140.57,Philadelphia,2025-06-04 12:07:54.683775,0,False
TID000099,131.97,San Jose,2025-06-14 22:40:46.683775,0,False
TID000100,543.92,Dallas,2025-06-15 23:42:40.683775,0,False
TID000101,161.99,New York,2025-06-05 03:49:33.683775,0,False
TID000102,3183.87,San Diego,2025-06-14 03:44:21.683775,0,False
TID000103,1575.21,San Antonio,2025-06-10 12:29:44.683775,0,False
TID000104,2545.31,Philadelphia,2025-06-16 01:58:34.683775,0,False
TID000105,4538.29,Chicago,2025-06-13 10:09:57.683775,0,False
TID000106,1250.21,San Antonio,2025-06-14 06:16:29.683775,0,False
TID000107,2054.86,Los Angeles,2025-05-29 16:23:40.683775,0,False
TID000108,3778.98,Phoenix,2025-06-09 05:45:24.683775,0,False
TID000109,1147.85,Phoenix,2025-06-14 18:49:39.683775,0,False
TID000110,389.51,San Jose,2025-06-09 05:43:40.683775,1,False
TID000111,1452.31,Dallas,2025-06-06 10:34:47.683775,0,False
TID000112,810.3,Chicago,2025-06-12 05:42:14.683775,0,False
TID000113,4648.84,Philadelphia,2025-06-01 11:26:56.683775,1,False
TID000114,4041.56,Los Angeles,2025-06-17 02:10:25.683775,0,False
TID000115,3168.85,San Jose,2025-05-28 07:49:39.683775,1,False
TID000116,4357.95,Dallas,2025-05-29 11:53:46.683775,0,False
TID000117,4019.34,Chicago,2025-05-29 05:04:06.683775,0,False
TID000118,936.92,San Antonio,2025-05-29 14:13:57.683775,0,False
TID000119,4463.33,San Antonio,2025-06-15 00:47:03.683775,0,False
TID000120,2699.01,Los Angeles,2025-05-29 18:07:02.683775,0,False
TID000121,4038.16,San Diego,2025-06-12 03:46:36.683775,0,False
TID000122,4480.98,Philadelphia,2025-05-31 09:12:25.683775,0,False
TID000123,1593.43,San Diego,2025-06-21 01:49:50.683775,0,False
TID000124,554.71,Philadelphia,2025-05-27 23:29:40.683775,0,False
TID000125,1143.54,New York,2025-06-22 12:53:34.683775,1,False
TID000126,2138.4,Houston,2025-06-21 07:54:26.683775,0,False
TID000127,4090.98,New York,2025-06-21 08:01:12.683775,0,False
TID000128,4304.35,San Jose,2025-06-10 01:40:37.683775,0,False
TID000129,39.73,Dallas,2025-05-31 00:01:17.683775,0,False
TID000130,2556.18,Dallas,2025-06-14 00:14:18.683775,0,False
TID000131,2089.97,Houston,2025-06-11 05:34:59.683775,1,False
TID000132,1114.43,New York,2025-06-14 14:22:07.683775,0,False
TID000133,603.73,Dallas,2025-05-27 13:33:02.683775,0,False
TID000134,1691.39,San Jose,2025-06-08 00:43:27.683775,0,False
TID000135,4714.83,New York,2025-06-23 05:08:24.683775,0,False
TID000136,1619.4,Phoenix,2025-06-09 05:38:27.683775,0,False
TID000137,2596.36,New York,2025-06-11 03:18:33.683775,0,False
TID000138,3516.58,San Diego,2025-05-30 02:18:54.683775,0,False
TID000139,1821.33,San Diego,2025-06-22 02:56:07.683775,1,False
TID000140,4859.05,Los Angeles,2025-06-18 16:47:24.683775,0,False
TID000141,4812.42,Phoenix,2025-06-04 09:28:13.683775,1,False
TID000142,1262.65,Philadelphia,2025-06-01 13:53:07.683775,0,False
TID000143,2488.76,Chicago,2025-06-17 11:24:10.683775,0,False
TID000144,1507.89,Dallas,2025-06-04 22:52:33.683775,1,False
TID000145,1427.78,Phoenix,2025-05-30 07:41:42.683775,0,False
TID000146,189.25,Chicago,2025-06-11 01:31:26.683775,1,False
TID000147,3049.77,Philadelphia,2025-06-21 01:42:28.683775,0,False
TID000148,2515.88,San Diego,2025-06-11 21:51:04.683775,0,False
TID000149,262.14,Chicago,2025-05-30 15:27:45.683775,0,False
TID000150,1396.84,Houston,2025-06-07 14:10:01.683775,0,False
TID000151,4541.79,San Jose,2025-06-21 22:29:11.683775,0,False
TID000152,1201.61,San Antonio,2025-06-05 01:06:21.683775,0,False
TID000153,728.75,Phoenix,2025-06-14 21:33:49.683775,0,False
TID000154,2449.82,Philadelphia,2025-06-21 07:11:02.683775,0,False
TID000155,4928.32,Los Angeles,2025-06-23 20:28:34.683775,0,False
TID000156,1214.07,Chicago,2025-06-21 02:15:37.683775,0,False
TID000157,3362.32,Houston,2025-05-26 08:11:58.683775,0,False
TID000158,3809.29,Philadelphia,2025-06-23 15:08:31.683775,0,False
TID000159,1192.0,Chicago,2025-06-07 01:12:39.683775,0,False
TID000160,3642.44,Chicago,2025-05-26 11:20:40.683775,0,False
TID000161,1842.08,New York,2025-06-02 19:48:41.683775,0,False
TID000162,3163.37,San Antonio,2025-06-07 07:59:41.683775,0,False
TID000163,3169.48,Chicago,2025-06-09 01:36:17.683775,0,False
TID000164,2681.19,San Jose,2025-06-10 13:32:09.683775,0,False
TID000165,456.0,Dallas,2025-06-11 02:35:00.683775,0,False
TID000166,4177.34,New York,2025-05-25 08:43:31.683775,0,False
TID000167,1607.3,Chicago,2025-06-02 20:57:52.683775,0,False
TID000168,936.66,San Antonio,2025-06-01 00:30:42.683775,1,False
TID000169,208.67,Chicago,2025-06-21 13:25:24.683775,1,False
TID000170,2956.51,Los Angeles,2025-06-13 12:33:33.683775,0,False
TID000171,3389.43,San Jose,2025-05-28 10:41:04.683775,0,False
TID000172,87.86,Philadelphia,2025-05-31 22:54:27.683775,0,False
TID000173,2562.9,Phoenix,2025-05-26 13:19:47.683775,0,False
TID000174,1136.35,San Diego,2025-05-29 12:31:01.683775,0,False
TID000175,3227.64,Dallas,2025-06-19 19:40:07.683775,0,False
TID000176,875.96,Los Angeles,2025-06-04 12:15:34.683775,0,False
TID000177,3456.23,New York,2025-06-12 07:54:35.683775,0,False
TID000178,1936.74,Phoenix,2025-06-14 10:45:07.683775,0,False
TID000179,4683.97,Phoenix,2025-06-16 02:08:50.683775,0,False
TID000180,691.92,Phoenix,2025-06-10 14:47:03.683775,0,False
TID000181,1708.63,San Diego,2025-06-01 17:00:24.683775,0,False
TID000182,571.8,San Antonio,2025-06-12 00:45:17.683775,0,False
TID000183,4623.84,San Jose,2025-06-09 04:41:43.683775,0,False
TID000184,4387.31,New York,2025-06-09 19:32:42.683775,0,False
TID000185,1293.42,Phoenix,2025-06-21 14:54:21.683775,1,False
TID000186,3301.62,Houston,2025-06-23 00:15:45.683775,0,False
TID000187,4087.02,Dallas,2025-05-29 04:35:37.683775,0,False
TID000188,2778.23,Chicago,2025-05-27 14:54:19.683775,1,False
TID000189,2650.6,Los Angeles,2025-06-01 14:52:31.683775,0,False
TID000190,1213.05,Phoenix,2025-06-01 17:00:26.683775,0,False
TID000191,470.05,Phoenix,2025-06-24 01:26:43.683775,1,False
TID000192,4486.59,Chicago,2025-05-27 11:35:21.683775,0,False
TID000193,4502.59,Chicago,2025-05-29 00:39:39.683775,0,False
TID000194,3167.34,San Jose,2025-06-07 06:38:04.683775,0,False
TID000195,1698.45,Phoenix,2025-06-15 13:52:32.683775,0,False
TID000196,1749.3,Dallas,2025-06-14 15:37:28.683775,0,False
TID000197,3631.15,Philadelphia,2025-06-17 15:26:54.683775,1,False
TID000198,4486.07,New York,2025-06-23 12:54:23.683775,0,False
TID000199,4436.0,San Jose,2025-06-15 12:37:49.683775,0,False
TID000200,3900.48,Dallas,2025-06-14 04:10:14.683775,0,False
TID000201,3211.95,San Jose,2025-06-07 07:52:26.683775,0,False
TID000202,425.28,San Jose,2025-06-04 12:46:03.683775,0,False
TID000203,812.34,Dallas,2025-06-18 22:32:18.683775,0,False
TID000204,4493.28,Los Angeles,2025-05-30 14:13:07.683775,0,False
TID000205,3034.11,Phoenix,2025-06-10 19:46:01.683775,0,False
TID000206,50.94,Chicago,2025-06-14 22:29:50.683775,0,False
TID000207,511.85,Phoenix,2025-05-30 10:48:27.683775,0,False
TID000208,3319.19,New York,2025-06-07 19:37:03.683775,0,False
TID000209,30.28,Houston,2025-06-22 20:39:47.683775,0,False
TID000210,808.24,San Jose,2025-06-17 16:34:47.683775,0,False
TID000211,2745.93,Chicago,2025-06-19 15:32:03.683775,1,False
TID000212,3461.02,San Diego,2025-06-09 00:56:46.683775,0,False
TID000213,3261.55,Phoenix,2025-05-27 06:31:36.683775,0,False
TID000214,1125.23,Phoenix,2025-06-04 18:32:03.683775,0,False
TID000215,3562.34,San Jose,2025-06-13 06:07:36.683775,0,False
TID000216,1190.06,San Jose,2025-06-23 03:52:33.683775,0,False
TID000217,1630.37,Philadelphia,2025-05-27 17:26:14.683775,0,False
TID000218,3733.72,San Diego,2025-05-25 10:34:03.683775,0,False
TID000219,3249.92,Los Angeles,2025-06-03 23:46:54.683775,0,False
TID000220,4246.87,Chicago,2025-06-08 16:47:26.683775,0,False
TID000221,3289.78,San Jose,2025-06-04 07:43:01.683775,0,False
TID000222,2843.7,Philadelphia,2025-05-31 17:30:06.683775,0,False
TID000223,472.91,Philadelphia,2025-06-06 11:18:48.683775,0,False
TID000224,1841.74,San Diego,2025-06-08 02:50:31.683775,0,False
TID000225,1329.69,New York,2025-06-09 23:54:06.683775,0,False
TID000226,1223.73,Philadelphia,2025-05-30 21:24:12.683775,0,False
TID000227,4865.19,Philadelphia,2025-05-25 10:37:03.683775,0,False
TID000228,1968.52,Dallas,2025-06-18 05:06:27.683775,0,False
TID000229,4460.77,Los Angeles,2025-06-14 23:21:40.683775,0,False
TID000230,3157.54,San Jose,2025-06-02 14:18:39.683775,0,False
TID000231,3975.08,New York,2025-05-31 08:07:26.683775,0,False
TID000232,2515.67,Los Angeles,2025-06-12 12:35:07.683775,0,False
TID000233,2886.63,Philadelphia,2025-06-19 22:06:54.683775,0,False
TID000234,2465.13,San Antonio,2025-06-05 05:42:36.683775,0,False
TID000235,980.24,Chicago,2025-06-18 08:27:34.683775,0,False
TID000236,3613.65,Los Angeles,2025-06-21 04:34:18.683775,0,False
TID000237,1407.46,Dallas,2025-06-11 06:14:46.683775,0,False
TID000238,126.46,Chicago,2025-05-28 13:35:08.683775,0,False
TID000239,3229.13,Philadelphia,2025-06-13 08:13:59.683775,0,False
TID000240,889.67,San Antonio,2025-05-27 02:53:50.683775,0,False
TID000241,4702.59,Phoenix,2025-06-15 05:50:39.683775,0,False
TID000242,4769.87,Philadelphia,2025-05-25 23:26:49.683775,1,False
TID000243,4574.75,Philadelphia,2025-06-16 09:15:51.683775,0,False
TID000244,1853.94,San Jose,2025-05-28 20:19:41.683775,0,False
TID000245,82.21,Chicago,2025-06-09 06:21:13.683775,0,False
TID000246,4641.95,San Diego,2025-06-22 00:25:10.683775,0,False
TID000247,2143.78,Chicago,2025-06-14 21:45:50.683775,0,False
TID000248,4833.44,Houston,2025-06-21 21:40:14.683775,0,False
TID000249,4818.28,San Antonio,2025-06-13 16:47:54.683775,0,False
TID000250,4265.78,Chicago,2025-06-14 08:15:37.683775,0,False
TID000251,1475.77,Houston,2025-06-08 02:55:16.683775,0,False
TID000252,1928.56,San Diego,2025-05-30 15:47:54.683775,0,False
TID000253,4256.43,New York,2025-06-13 17:30:30.683775,0,False
TID000254,1588.03,Phoenix,2025-05-26 01:54:40.683775,0,False
TID000255,851.62,San Jose,2025-06-09 19:59:38.683775,0,False
TID000256,2786.22,San Jose,2025-06-02 09:51:30.683775,0,False
TID000257,4681.09,New York,2025-06-16 09:39:48.683775,1,False
TID000258,3481.67,Chicago,2025-06-11 15:12:02.683775,0,False
TID000259,2852.46,Chicago,2025-05-29 08:17:25.683775,0,False
TID000260,490.4,San Jose,2025-06-15 06:25:03.683775,0,False
TID000261,3076.96,Dallas,2025-05-30 04:57:04.683775,0,False
TID000262,4950.32,Dallas,2025-06-05 21:05:45.683775,0,False
TID000263,704.72,Houston,2025-06-15 05:12:41.683775,0,False
TID000264,2594.06,Los Angeles,2025-06-22 15:41:47.683775,0,False
TID000265,4387.48,Dallas,2025-06-13 12:10:10.683775,0,False
TID000266,3705.14,San Diego,2025-06-19 12:04:20.683775,0,False
TID000267,3486.59,San Antonio,2025-05-28 21:14:31.683775,0,False
TID000268,3513.91,San Jose,2025-06-13 06:42:47.683775,0,False
TID000269,1800.66,San Antonio,2025-06-09 03:06:27.683775,0,False
TID000270,1471.49,New York,2025-06-10 13:10:23.683775,0,False
TID000271,4047.76,Dallas,2025-06-04 19:45:42.683775,0,False
TID000272,4051.52,Chicago,2025-06-10 05:39:53.683775,0,False
TID000273,4336.03,San Antonio,2025-06-02 05:30:01.683775,0,False
TID000274,4566.64,San Jose,2025-05-28 18:36:00.683775,0,False
TID000275,2559.16,Los Angeles,2025-06-18 20:22:04.683775,1,False
TID000276,2510.07,Los Angeles,2025-05-30 14:27:44.683775,0,False
TID000277,3992.48,Los Angeles,2025-06-19 19:48:39.683775,0,False
TID000278,3251.57,Philadelphia,2025-06-18 19:44:55.683775,0,False
TID000279,3511.32,Chicago,2025-06-03 11:31:33.683775,0,False
TID000280,3979.98,San Antonio,2025-06-11 00:39:48.683775,0,False
TID000281,4450.58,San Diego,2025-06-11 02:40:21.683775,0,False
TID000282,1693.29,Chicago,2025-06-01 05:40:58.683775,0,False
TID000283,1881.04,San Antonio,2025-06-05 12:53:05.683775,0,False
TID000284,474.44,Chicago,2025-05-30 01:23:15.683775,0,False
TID000285,2893.51,Phoenix,2025-06-01 04:13:53.683775,0,False
TID000286,184.53,San Jose,2025-06-06 11:50:10.683775,0,False
TID000287,2330.66,Dallas,2025-06-03 15:26:59.683775,0,False
TID000288,2715.51,New York,2025-06-02 11:45:09.683775,0,False
TID000289,1436.27,Phoenix,2025-06-23 07:27:26.683775,0,False
TID000290,2956.21,Chicago,2025-06-01 11:43:04.683775,0,False
TID000291,157.35,New York,2025-05-28 17:24:16.683775,0,False
TID000292,191.55,San Diego,2025-06-02 16:00:06.683775,0,False
TID000293,4113.89,San Antonio,2025-06-18 01:17:59.683775,0,False
TID000294,1804.15,Chicago,2025-06-16 14:09:22.683775,0,False
TID000295,639.67,San Diego,2025-06-21 10:24:39.683775,0,False
TID000296,2613.61,Philadelphia,2025-06-22 04:44:27.683775,0,False
TID000297,3851.12,Phoenix,2025-06-15 20:37:27.683775,0,False
TID000298,1083.03,New York,2025-06-21 11:17:32.683775,0,False
TID000299,3116.34,New York,2025-06-09 18:10:35.683775,0,False
TID000300,431.31,Dallas,2025-06-09 09:56:24.683775,0,False
TID000301,263.15,San Jose,2025-06-01 09:29:23.683775,0,False
TID000302,2659.12,Philadelphia,2025-06-15 09:58:20.683775,0,False
TID000303,2705.47,Dallas,2025-05-28 09:10:15.683775,0,False
TID000304,3188.96,Philadelphia,2025-06-16 19:56:39.683775,0,False
TID000305,3631.83,Los Angeles,2025-06-15 12:49:17.683775,0,False
TID000306,4879.38,Los Angeles,2025-06-08 18:25:22.683775,0,False
TID000307,2583.92,Houston,2025-06-07 09:37:46.683775,0,False
TID000308,1618.17,Dallas,2025-06-22 18:39:56.683775,0,False
TID000309,3976.96,San Diego,2025-05-27 19:03:24.683775,1,False
TID000310,1357.81,Dallas,2025-06-11 03:39:14.683775,1,False
TID000311,2197.66,Dallas,2025-06-18 16:42:07.683775,0,False
TID000312,396.89,Chicago,2025-05-28 16:03:00.683775,0,False
TID000313,131.63,Chicago,2025-06-09 03:15:46.683775,0,False
TID000314,4813.43,Los Angeles,2025-06-16 11:34:50.683775,0,False
TID000315,4180.72,San Diego,2025-06-16 00:07:46.683775,0,False
TID000316,3481.39,Dallas,2025-05-26 21:25:38.683775,0,False
TID000317,2047.72,Phoenix,2025-05-27 19:53:36.683775,0,False
TID000318,870.61,San Antonio,2025-06-11 23:13:19.683775,0,False
TID000319,786.4,Los Angeles,2025-06-08 00:04:50.683775,1,False
TID000320,1254.96,San Jose,2025-05-28 19:00:35.683775,0,False
TID000321,2748.39,Dallas,2025-05-29 10:48:52.683775,0,False
TID000322,3574.41,San Jose,2025-06-23 22:08:54.683775,0,False
TID000323,3302.69,Dallas,2025-06-22 21:45:53.683775,0,False
TID000324,1403.27,Dallas,2025-06-18 16:23:18.683775,0,False
TID000325,4774.55,New York,2025-06-12 17:33:58.683775,0,False
TID000326,3690.8,San Diego,2025-06-16 12:42:35.683775,0,False
TID000327,2774.0,Houston,2025-06-22 05:44:39.683775,1,False
TID000328,3060.55,San Jose,2025-06-20 23:26:13.683775,0,False
TID000329,2100.9,Dallas,2025-05-27 01:24:23.683775,1,False
TID000330,1242.42,Dallas,2025-06-15 21:35:21.683775,0,False
TID000331,1783.08,Dallas,2025-06-21 19:38:23.683775,0,False
TID000332,3790.44,Chicago,2025-06-03 04:55:35.683775,0,False
TID000333,76.9,San Diego,2025-06-09 16:13:02.683775,1,False
TID000334,584.78,Los Angeles,2025-06-23 10:29:40.683775,0,False
TID000335,234.78,Dallas,2025-06-17 03:45:34.683775,0,False
TID000336,208.44,Dallas,2025-06-18 09:44:48.683775,0,False
TID000337,4278.03,Chicago,2025-06-01 09:22:39.683775,0,False
TID000338,3519.77,Dallas,2025-05-28 01:41:59.683775,0,False
TID000339,2373.5,Phoenix,2025-06-15 22:30:32.683775,1,False
TID000340,493.68,Houston,2025-05-30 02:12:00.683775,0,False
TID000341,2460.62,San Diego,2025-06-10 17:44:44.683775,0,False
TID000342,2369.99,Chicago,2025-05-29 03:51:44.683775,0,False
TID000343,870.14,New York,2025-06-18 13:27:13.683775,0,False
TID000344,2172.09,Los Angeles,2025-06-02 10:39:26.683775,0,False
TID000345,1995.53,Houston,2025-05-26 23:12:55.683775,0,False
TID000346,3081.17,Dallas,2025-06-06 02:15:14.683775,0,False
TID000347,3177.29,San Jose,2025-06-15 07:38:13.683775,0,False
TID000348,231.29,Chicago,2025-06-15 09:34:30.683775,0,False
TID000349,1876.19,San Antonio,2025-06-19 12:11:44.683775,0,False
TID000350,3131.17,Houston,2025-06-19 10:39:26.683775,0,False
TID000351,2518.17,San Jose,2025-06-23 16:05:11.683775,0,False
TID000352,4283.17,Philadelphia,2025-06-01 18:33:51.683775,0,False
TID000353,3295.17,San Jose,2025-06-11 17:35:00.683775,0,False
TID000354,818.86,Los Angeles,2025-06-12 04:00:56.683775,0,False
TID000355,357.49,San Jose,2025-06-07 19:12:23.683775,0,False
TID000356,3213.88,Los Angeles,2025-06-12 20:59:04.683775,1,False
TID000357,137.42,San Jose,2025-06-13 21:51:45.683775,0,False
TID000358,2930.95,Chicago,2025-06-10 11:50:16.683775,0,False
TID000359,4701.45,Los Angeles,2025-06-23 02:11:57.683775,1,False
TID000360,2879.49,Phoenix,2025-05-27 14:37:18.683775,1,False
TID000361,1943.91,San Diego,2025-06-10 07:30:23.683775,0,False
TID000362,3218.22,Houston,2025-05-28 06:24:16.683775,0,False
TID000363,2293.97,San Antonio,2025-06-10 01:43:45.683775,0,False
TID000364,2730.36,Philadelphia,2025-05-29 15:43:08.683775,0,False
TID000365,4707.62,Houston,2025-06-21 03:41:09.683775,0,False
TID000366,1933.58,Philadelphia,2025-06-12 19:59:29.683775,0,False
TID000367,4806.15,Chicago,2025-06-07 20:40:00.683775,1,False
TID000368,4527.23,San Diego,2025-06-06 07:12:28.683775,0,False
TID000369,982.98,New York,2025-06-23 07:48:32.683775,1,False
TID000370,351.46,San Jose,2025-06-01 08:48:33.683775,0,False
TID000371,508.39,Philadelphia,2025-06-10 06:00:23.683775,0,False
TID000372,96.02,San Diego,2025-05-29 00:34:06.683775,0,False
TID000373,476.74,San Diego,2025-06-22 08:33:08.683775,0,False
TID000374,3416.62,San Antonio,2025-05-31 22:23:15.683775,1,False
TID000375,360.59,Houston,2025-06-11 01:10:56.683775,1,False
TID000376,1598.28,New York,2025-06-09 03:03:28.683775,0,False
TID000377,4225.15,San Antonio,2025-06-13 02:16:32.683775,0,False
TID000378,121.24,Houston,2025-05-31 07:51:04.683775,0,False
TID000379,4073.27,Houston,2025-06-22 22:53:05.683775,1,False
TID000380,1412.86,Dallas,2025-05-29 04:18:59.683775,0,False
TID000381,595.23,San Diego,2025-06-09 02:18:02.683775,0,False
TID000382,3485.2,Houston,2025-06-21 04:48:11.683775,0,False
TID000383,3146.57,Houston,2025-06-12 08:28:29.683775,0,False
TID000384,4387.97,Phoenix,2025-06-10 00:18:52.683775,0,False
TID000385,3676.68,Phoenix,2025-05-31 06:30:07.683775,0,False
TID000386,4018.39,Chicago,2025-06-19 14:54:15.683775,0,False
TID000387,1413.76,Los Angeles,2025-05-29 14:29:32.683775,1,False
TID000388,891.31,Phoenix,2025-06-14 14:54:57.683775,0,False
TID000389,3754.32,San Jose,2025-06-18 18:02:37.683775,0,False
TID000390,4035.14,San Antonio,2025-06-11 15:10:19.683775,0,False
TID000391,4952.57,San Jose,2025-05-25 22:51:06.683775,0,False
TID000392,2066.03,San Antonio,2025-06-11 16:04:06.683775,0,False
TID000393,1863.23,Houston,2025-06-09 01:28:00.683775,0,False
TID000394,3883.18,Philadelphia,2025-06-02 19:37:59.683775,0,False
TID000395,1707.31,New York,2025-06-04 11:09:51.683775,0,False
TID000396,4654.13,Chicago,2025-06-10 15:45:31.683775,0,False
TID000397,4292.77,Phoenix,2025-06-17 16:09:30.683775,0,False
